Latitude,Longitude,Hour in the year,Year,Slope elevation angle,Slope azimuth angle,cos_i,elev
53.074,32.866,3893,2011,61.417,-63.642,0.65114,11.517
53.074,32.866,3161,2011,61.417,-63.642,-0.57588,21.148
53.074,32.866,3034,2011,61.417,-63.642,0.89065,48.277
53.074,32.866,2541,2011,61.417,-63.642,-0.93038,-17.292
53.074,32.866,5064,2011,61.417,-63.642,-0.50508,-18.5
53.074,32.866,8710,2011,61.417,-63.642,-0.88168,-53.534
53.074,32.866,4286,2011,61.417,-63.642,0.14138,51.605
53.074,32.866,8583,2011,61.417,-63.642,-0.22597,3.1447
53.074,32.866,1528,2011,61.417,-63.642,-0.39439,12.464
53.074,32.866,7781,2011,61.417,-63.642,0.59794,-20.795
53.074,32.866,6803,2011,42.763,129.26,-0.086322,29.538
53.074,32.866,7154,2011,42.763,129.26,-0.56367,-39.744
53.074,32.866,6014,2011,42.763,129.26,0.45351,35.369
53.074,32.866,1127,2011,42.763,129.26,-0.13223,-47.281
53.074,32.866,4809,2011,42.763,129.26,0.0252,43.553
53.074,32.866,6138,2011,42.763,129.26,0.57682,1.048
53.074,32.866,767,2011,42.763,129.26,-0.20259,-51.945
53.074,32.866,295,2011,42.763,129.26,-0.75624,-8.1526
53.074,32.866,2888,2011,42.763,129.26,-0.15214,31.867
53.074,32.866,8083,2011,42.763,129.26,0.10669,-29.686
53.074,32.866,5257,2011,59.605,-92.988,0.10814,-19.188
53.074,32.866,7212,2011,59.605,-92.988,0.061005,23.63
53.074,32.866,3794,2011,59.605,-92.988,0.39433,-8.8676
53.074,32.866,7402,2011,59.605,-92.988,0.44638,18.556
53.074,32.866,5442,2011,59.605,-92.988,-0.73783,10.214
53.074,32.866,7592,2011,59.605,-92.988,0.6778,5.7213
53.074,32.866,968,2011,59.605,-92.988,0.74789,5.0472
53.074,32.866,2403,2011,59.605,-92.988,0.51107,-16.768
53.074,32.866,6554,2011,59.605,-92.988,0.25755,-32.043
53.074,32.866,3621,2011,59.605,-92.988,-0.55478,-6.7925
53.074,32.866,8,2011,74.419,-169.57,-0.46149,-1.1109
53.074,32.866,4128,2011,74.419,-169.57,0.86478,-13.462
53.074,32.866,3336,2011,74.419,-169.57,0.83612,-17.014
53.074,32.866,4437,2011,74.419,-169.57,0.59432,-5.3296
53.074,32.866,1804,2011,74.419,-169.57,0.42239,-18.371
53.074,32.866,2111,2011,74.419,-169.57,0.58649,-32.33
53.074,32.866,5617,2011,74.419,-169.57,0.76629,-23.635
53.074,32.866,5811,2011,74.419,-169.57,0.64394,-16.064
53.074,32.866,1726,2011,74.419,-169.57,0.39362,-34.167
53.074,32.866,8264,2011,74.419,-169.57,-0.48339,0.56836
53.074,32.866,445,2011,49.932,176.12,-0.5274,15.448
53.074,32.866,2051,2011,49.932,176.12,-0.18622,38.243
53.074,32.866,5165,2011,49.932,176.12,0.29415,6.0325
53.074,32.866,6863,2011,49.932,176.12,0.093201,-44.263
53.074,32.866,1308,2011,49.932,176.12,-0.38144,27.436
53.074,32.866,8014,2011,49.932,176.12,-0.15039,-53.531
53.074,32.866,4669,2011,49.932,176.12,0.1741,56.209
53.074,32.866,669,2011,49.932,176.12,-0.11866,-40.542
53.074,32.866,6421,2011,49.932,176.12,-0.20603,33.628
53.074,32.866,2771,2011,49.932,176.12,0.0034477,49.331
53.074,32.866,3893,2011,45.561,40.611,-0.4892,11.517
53.074,32.866,3161,2011,45.561,40.611,0.66439,21.148
53.074,32.866,3034,2011,45.561,40.611,0.60366,48.277
53.074,32.866,2541,2011,45.561,40.611,-0.27569,-17.292
53.074,32.866,5064,2011,45.561,40.611,-0.74572,-18.5
53.074,32.866,8710,2011,45.561,40.611,-0.58934,-53.534
53.074,32.866,4286,2011,45.561,40.611,0.98388,51.605
53.074,32.866,8583,2011,45.561,40.611,0.75067,3.1447
53.074,32.866,1528,2011,45.561,40.611,0.80098,12.464
53.074,32.866,7781,2011,45.561,40.611,-0.63123,-20.795
53.074,32.866,6803,2011,48.644,-97.448,0.35598,29.538
53.074,32.866,7154,2011,48.644,-97.448,0.062215,-39.744
53.074,32.866,6014,2011,48.644,-97.448,-0.084096,35.369
53.074,32.866,1127,2011,48.644,-97.448,-0.62079,-47.281
53.074,32.866,4809,2011,48.644,-97.448,0.9044,43.553
53.074,32.866,6138,2011,48.644,-97.448,-0.71976,1.048
53.074,32.866,767,2011,48.644,-97.448,-0.65623,-51.945
53.074,32.866,295,2011,48.644,-97.448,0.53154,-8.1526
53.074,32.866,2888,2011,48.644,-97.448,0.92129,31.867
53.074,32.866,8083,2011,48.644,-97.448,-0.97023,-29.686
53.074,32.866,5257,2011,4.448,-35.461,-0.37262,-19.188
53.074,32.866,7212,2011,4.448,-35.461,0.45174,23.63
53.074,32.866,3794,2011,4.448,-35.461,-0.1847,-8.8676
53.074,32.866,7402,2011,4.448,-35.461,0.38918,18.556
53.074,32.866,5442,2011,4.448,-35.461,0.12249,10.214
53.074,32.866,7592,2011,4.448,-35.461,0.1741,5.7213
53.074,32.866,968,2011,4.448,-35.461,0.1591,5.0472
53.074,32.866,2403,2011,4.448,-35.461,-0.29387,-16.768
53.074,32.866,6554,2011,4.448,-35.461,-0.54209,-32.043
53.074,32.866,3621,2011,4.448,-35.461,-0.19483,-6.7925
53.074,32.866,8,2011,71.418,71.029,-0.51279,-1.1109
53.074,32.866,4128,2011,71.418,71.029,-0.40826,-13.462
53.074,32.866,3336,2011,71.418,71.029,-0.44237,-17.014
53.074,32.866,4437,2011,71.418,71.029,0.29903,-5.3296
53.074,32.866,1804,2011,71.418,71.029,-0.99748,-18.371
53.074,32.866,2111,2011,71.418,71.029,-0.21482,-32.33
53.074,32.866,5617,2011,71.418,71.029,-0.65459,-23.635
53.074,32.866,5811,2011,71.418,71.029,-0.93573,-16.064
53.074,32.866,1726,2011,71.418,71.029,0.056922,-34.167
53.074,32.866,8264,2011,71.418,71.029,-0.47487,0.56836
53.074,32.866,445,2011,66.724,31.658,0.95256,15.448
53.074,32.866,2051,2011,66.724,31.658,0.7185,38.243
53.074,32.866,5165,2011,66.724,31.658,-0.68661,6.0325
53.074,32.866,6863,2011,66.724,31.658,-0.75126,-44.263
53.074,32.866,1308,2011,66.724,31.658,0.87233,27.436
53.074,32.866,8014,2011,66.724,31.658,-0.48926,-53.531
53.074,32.866,4669,2011,66.724,31.658,0.83835,56.209
53.074,32.866,669,2011,66.724,31.658,-0.20195,-40.542
53.074,32.866,6421,2011,66.724,31.658,0.97715,33.628
53.074,32.866,2771,2011,66.724,31.658,0.69154,49.331
60.729,21.672,3893,2011,51.437,-29.344,0.31308,16.19
60.729,21.672,3161,2011,51.437,-29.344,-0.18455,19.425
60.729,21.672,3034,2011,51.437,-29.344,0.99669,43.187
60.729,21.672,2541,2011,51.437,-29.344,-0.8911,-12.888
60.729,21.672,5064,2011,51.437,-29.344,-0.75146,-10.758
60.729,21.672,8710,2011,51.437,-29.344,-0.98136,-49.008
60.729,21.672,4286,2011,51.437,-29.344,0.54653,45.143
60.729,21.672,8583,2011,51.437,-29.344,0.15017,-3.9741
60.729,21.672,1528,2011,51.437,-29.344,0.032237,7.184
60.729,21.672,7781,2011,51.437,-29.344,0.21779,-19.505
60.729,21.672,6803,2011,19.242,36.396,0.58461,22.229
60.729,21.672,7154,2011,19.242,36.396,-0.78559,-33.208
60.729,21.672,6014,2011,19.242,36.396,0.73602,28.321
60.729,21.672,1127,2011,19.242,36.396,-0.7705,-40.709
60.729,21.672,4809,2011,19.242,36.396,0.62536,41.253
60.729,21.672,6138,2011,19.242,36.396,0.15475,0.042388
60.729,21.672,767,2011,19.242,36.396,-0.81381,-45.469
60.729,21.672,295,2011,19.242,36.396,-0.21035,-9.6684
60.729,21.672,2888,2011,19.242,36.396,0.43622,30.85
60.729,21.672,8083,2011,19.242,36.396,-0.35962,-30.958
60.729,21.672,5257,2011,24.602,-120.99,0.13841,-11.282
60.729,21.672,7212,2011,24.602,-120.99,-0.020469,15.75
60.729,21.672,3794,2011,24.602,-120.99,0.35584,-1.279
60.729,21.672,7402,2011,24.602,-120.99,0.10675,12.18
60.729,21.672,5442,2011,24.602,-120.99,-0.15011,9.5958
60.729,21.672,7592,2011,24.602,-120.99,0.14575,2.2718
60.729,21.672,968,2011,24.602,-120.99,0.20566,2.6046
60.729,21.672,2403,2011,24.602,-120.99,0.24383,-10.299
60.729,21.672,6554,2011,24.602,-120.99,-0.02087,-25.077
60.729,21.672,3621,2011,24.602,-120.99,-0.055885,-1.8632
60.729,21.672,8,2011,4.9724,107.36,-0.15623,-4.4562
60.729,21.672,4128,2011,4.9724,107.36,-0.081289,-5.6841
60.729,21.672,3336,2011,4.9724,107.36,-0.14402,-9.1907
60.729,21.672,4437,2011,4.9724,107.36,0.06936,-0.0020017
60.729,21.672,1804,2011,4.9724,107.36,-0.29778,-13.495
60.729,21.672,2111,2011,4.9724,107.36,-0.38965,-25.334
60.729,21.672,5617,2011,4.9724,107.36,-0.27616,-15.746
60.729,21.672,5811,2011,4.9724,107.36,-0.21453,-9.6107
60.729,21.672,1726,2011,4.9724,107.36,-0.42545,-28.867
60.729,21.672,8264,2011,4.9724,107.36,-0.13797,-3.4794
60.729,21.672,445,2011,33.631,115.56,0.037157,7.5827
60.729,21.672,2051,2011,33.631,115.56,0.14924,31.362
60.729,21.672,5165,2011,33.631,115.56,-0.24985,10.449
60.729,21.672,6863,2011,33.631,115.56,-0.26989,-37.047
60.729,21.672,1308,2011,33.631,115.56,0.085954,19.76
60.729,21.672,8014,2011,33.631,115.56,-0.32198,-48.414
60.729,21.672,4669,2011,33.631,115.56,0.6453,48.489
60.729,21.672,669,2011,33.631,115.56,-0.0886,-38.251
60.729,21.672,6421,2011,33.631,115.56,0.37115,25.814
60.729,21.672,2771,2011,33.631,115.56,0.32212,42.411
60.729,21.672,3893,2011,43.765,-7.1096,0.068405,16.19
60.729,21.672,3161,2011,43.765,-7.1096,0.1284,19.425
60.729,21.672,3034,2011,43.765,-7.1096,0.95844,43.187
60.729,21.672,2541,2011,43.765,-7.1096,-0.73536,-12.888
60.729,21.672,5064,2011,43.765,-7.1096,-0.7995,-10.758
60.729,21.672,8710,2011,43.765,-7.1096,-0.94799,-49.008
60.729,21.672,4286,2011,43.765,-7.1096,0.77888,45.143
60.729,21.672,8583,2011,43.765,-7.1096,0.36124,-3.9741
60.729,21.672,1528,2011,43.765,-7.1096,0.31211,7.184
60.729,21.672,7781,2011,43.765,-7.1096,-0.093719,-19.505
60.729,21.672,6803,2011,57.922,79.806,0.26645,22.229
60.729,21.672,7154,2011,57.922,79.806,-0.90324,-33.208
60.729,21.672,6014,2011,57.922,79.806,0.85022,28.321
60.729,21.672,1127,2011,57.922,79.806,-0.28878,-40.709
60.729,21.672,4809,2011,57.922,79.806,-0.082307,41.253
60.729,21.672,6138,2011,57.922,79.806,0.80288,0.042388
60.729,21.672,767,2011,57.922,79.806,-0.31761,-45.469
60.729,21.672,295,2011,57.922,79.806,-0.7526,-9.6684
60.729,21.672,2888,2011,57.922,79.806,-0.30987,30.85
60.729,21.672,8083,2011,57.922,79.806,0.40917,-30.958
60.729,21.672,5257,2011,0.9522,-44.823,-0.2026,-11.282
60.729,21.672,7212,2011,0.9522,-44.823,0.28043,15.75
60.729,21.672,3794,2011,0.9522,-44.823,-0.025637,-1.279
60.729,21.672,7402,2011,0.9522,-44.823,0.22557,12.18
60.729,21.672,5442,2011,0.9522,-44.823,0.15301,9.5958
60.729,21.672,7592,2011,0.9522,-44.823,0.056234,2.2718
60.729,21.672,968,2011,0.9522,-44.823,0.061813,2.6046
60.729,21.672,2403,2011,0.9522,-44.823,-0.17687,-10.299
60.729,21.672,6554,2011,0.9522,-44.823,-0.42405,-25.077
60.729,21.672,3621,2011,0.9522,-44.823,-0.048856,-1.8632
60.729,21.672,8,2011,13.628,61.78,-0.15672,-4.4562
60.729,21.672,4128,2011,13.628,61.78,-0.2272,-5.6841
60.729,21.672,3336,2011,13.628,61.78,-0.29001,-9.1907
60.729,21.672,4437,2011,13.628,61.78,0.031175,-0.0020017
60.729,21.672,1804,2011,13.628,61.78,-0.45449,-13.495
60.729,21.672,2111,2011,13.628,61.78,-0.48061,-25.334
60.729,21.672,5617,2011,13.628,61.78,-0.43636,-15.746
60.729,21.672,5811,2011,13.628,61.78,-0.39098,-9.6107
60.729,21.672,1726,2011,13.628,61.78,-0.46409,-28.867
60.729,21.672,8264,2011,13.628,61.78,-0.13186,-3.4794
60.729,21.672,445,2011,33.498,-132.85,-0.36751,7.5827
60.729,21.672,2051,2011,33.498,-132.85,0.18786,31.362
60.729,21.672,5165,2011,33.498,-132.85,0.63989,10.449
60.729,21.672,6863,2011,33.498,-132.85,-0.23858,-37.047
60.729,21.672,1308,2011,33.498,-132.85,-0.094058,19.76
60.729,21.672,8014,2011,33.498,-132.85,-0.5382,-48.414
60.729,21.672,4669,2011,33.498,-132.85,0.27694,48.489
60.729,21.672,669,2011,33.498,-132.85,-0.59562,-38.251
60.729,21.672,6421,2011,33.498,-132.85,-0.10192,25.814
60.729,21.672,2771,2011,33.498,-132.85,0.34309,42.411
-18.599,113.98,3893,2011,27.515,-1.5793,-0.49967,-25.891
-18.599,113.98,3161,2011,27.515,-1.5793,-0.0074259,12.233
-18.599,113.98,3034,2011,27.515,-1.5793,0.34331,40.604
-18.599,113.98,2541,2011,27.515,-1.5793,-0.56596,-40.047
-18.599,113.98,5064,2011,27.515,-1.5793,-0.88171,-82.768
-18.599,113.98,8710,2011,27.515,-1.5793,-0.23503,-35.061
-18.599,113.98,4286,2011,27.515,-1.5793,0.29605,42.397
-18.599,113.98,8583,2011,27.515,-1.5793,0.77236,53.246
-18.599,113.98,1528,2011,27.515,-1.5793,0.50046,38.777
-18.599,113.98,7781,2011,27.515,-1.5793,0.059598,-9.1653
-18.599,113.98,6803,2011,73.038,51.08,-0.06582,69.119
-18.599,113.98,7154,2011,73.038,51.08,-0.27485,-48.693
-18.599,113.98,6014,2011,73.038,51.08,0.31697,55.66
-18.599,113.98,1127,2011,73.038,51.08,0.36772,-50.751
-18.599,113.98,4809,2011,73.038,51.08,-0.73904,25.202
-18.599,113.98,6138,2011,73.038,51.08,0.70339,3.7157
-18.599,113.98,767,2011,73.038,51.08,0.41462,-47.001
-18.599,113.98,295,2011,73.038,51.08,-0.43345,12.952
-18.599,113.98,2888,2011,73.038,51.08,-0.78916,17.531
-18.599,113.98,8083,2011,73.038,51.08,0.90886,-3.229
-18.599,113.98,5257,2011,69.041,-140.71,-0.30634,-82.478
-18.599,113.98,7212,2011,69.041,-140.71,0.44627,84.069
-18.599,113.98,3794,2011,69.041,-140.71,-0.033708,-66.946
-18.599,113.98,7402,2011,69.041,-140.71,0.61412,59.388
-18.599,113.98,5442,2011,69.041,-140.71,-0.35959,2.3665
-18.599,113.98,7592,2011,69.041,-140.71,0.57693,31.383
-18.599,113.98,968,2011,69.041,-140.71,0.58571,23.633
-18.599,113.98,2403,2011,69.041,-140.71,0.0050511,-51.031
-18.599,113.98,6554,2011,69.041,-140.71,-0.27435,-56.233
-18.599,113.98,3621,2011,69.041,-140.71,-0.54647,-42.782
-18.599,113.98,8,2011,75.213,-154.63,0.24678,27.95
-18.599,113.98,4128,2011,75.213,-154.63,-0.22032,-82.276
-18.599,113.98,3336,2011,75.213,-154.63,-0.26994,-85.009
-18.599,113.98,4437,2011,75.213,-154.63,-0.30551,-41.321
-18.599,113.98,1804,2011,75.213,-154.63,-0.017446,-35.203
-18.599,113.98,2111,2011,75.213,-154.63,-0.59312,-63.477
-18.599,113.98,5617,2011,75.213,-154.63,-0.29437,-79.483
-18.599,113.98,5811,2011,75.213,-154.63,-0.028368,-51.159
-18.599,113.98,1726,2011,75.213,-154.63,-0.70239,-46.515
-18.599,113.98,8264,2011,75.213,-154.63,0.2609,30.277
-18.599,113.98,445,2011,15.225,-74.523,0.93527,83.749
-18.599,113.98,2051,2011,15.225,-74.523,0.90468,59.542
-18.599,113.98,5165,2011,15.225,-74.523,-0.21567,-26.263
-18.599,113.98,6863,2011,15.225,-74.523,-0.86766,-58.421
-18.599,113.98,1308,2011,15.225,-74.523,0.97093,77.252
-18.599,113.98,8014,2011,15.225,-74.523,-0.68494,-38.31
-18.599,113.98,4669,2011,15.225,-74.523,0.65244,49.017
-18.599,113.98,669,2011,15.225,-74.523,-0.57358,-25.254
-18.599,113.98,6421,2011,15.225,-74.523,0.83199,69.105
-18.599,113.98,2771,2011,15.225,-74.523,0.8128,52.192
-18.599,113.98,3893,2011,12.23,-22.397,-0.40972,-25.891
-18.599,113.98,3161,2011,12.23,-22.397,0.057019,12.233
-18.599,113.98,3034,2011,12.23,-22.397,0.57841,40.604
-18.599,113.98,2541,2011,12.23,-22.397,-0.68444,-40.047
-18.599,113.98,5064,2011,12.23,-22.397,-0.97981,-82.768
-18.599,113.98,8710,2011,12.23,-22.397,-0.48618,-35.061
-18.599,113.98,4286,2011,12.23,-22.397,0.50366,42.397
-18.599,113.98,8583,2011,12.23,-22.397,0.7656,53.246
-18.599,113.98,1528,2011,12.23,-22.397,0.53051,38.777
-18.599,113.98,7781,2011,12.23,-22.397,-0.0028523,-9.1653
-18.599,113.98,6803,2011,38.313,86.982,0.53966,69.119
-18.599,113.98,7154,2011,38.313,86.982,-0.85769,-48.693
-18.599,113.98,6014,2011,38.313,86.982,0.89085,55.66
-18.599,113.98,1127,2011,38.313,86.982,-0.34064,-50.751
-18.599,113.98,4809,2011,38.313,86.982,-0.14254,25.202
-18.599,113.98,6138,2011,38.313,86.982,0.66305,3.7157
-18.599,113.98,767,2011,38.313,86.982,-0.31124,-47.001
-18.599,113.98,295,2011,38.313,86.982,-0.38533,12.952
-18.599,113.98,2888,2011,38.313,86.982,-0.31926,17.531
-18.599,113.98,8083,2011,38.313,86.982,0.5314,-3.229
-18.599,113.98,5257,2011,40.137,-143.16,-0.72793,-82.478
-18.599,113.98,7212,2011,40.137,-143.16,0.8238,84.069
-18.599,113.98,3794,2011,40.137,-143.16,-0.50605,-66.946
-18.599,113.98,7402,2011,40.137,-143.16,0.85847,59.388
-18.599,113.98,5442,2011,40.137,-143.16,-0.20145,2.3665
-18.599,113.98,7592,2011,40.137,-143.16,0.64708,31.383
-18.599,113.98,968,2011,40.137,-143.16,0.58996,23.633
-18.599,113.98,2403,2011,40.137,-143.16,-0.41426,-51.031
-18.599,113.98,6554,2011,40.137,-143.16,-0.63493,-56.233
-18.599,113.98,3621,2011,40.137,-143.16,-0.71049,-42.782
-18.599,113.98,8,2011,53.272,155.81,-0.18415,27.95
-18.599,113.98,4128,2011,53.272,155.81,-0.49571,-82.276
-18.599,113.98,3336,2011,53.272,155.81,-0.55204,-85.009
-18.599,113.98,4437,2011,53.272,155.81,-0.018644,-41.321
-18.599,113.98,1804,2011,53.272,155.81,-0.76666,-35.203
-18.599,113.98,2111,2011,53.272,155.81,-0.58548,-63.477
-18.599,113.98,5617,2011,53.272,155.81,-0.71923,-79.483
-18.599,113.98,5811,2011,53.272,155.81,-0.74128,-51.159
-18.599,113.98,1726,2011,53.272,155.81,-0.44793,-46.515
-18.599,113.98,8264,2011,53.272,155.81,-0.14752,30.277
-18.599,113.98,445,2011,18.499,-101.7,0.90834,83.749
-18.599,113.98,2051,2011,18.499,-101.7,0.9573,59.542
-18.599,113.98,5165,2011,18.499,-101.7,-0.13514,-26.263
-18.599,113.98,6863,2011,18.499,-101.7,-0.92854,-58.421
-18.599,113.98,1308,2011,18.499,-101.7,0.98442,77.252
-18.599,113.98,8014,2011,18.499,-101.7,-0.78429,-38.31
-18.599,113.98,4669,2011,18.499,-101.7,0.71954,49.017
-18.599,113.98,669,2011,18.499,-101.7,-0.67451,-25.254
-18.599,113.98,6421,2011,18.499,-101.7,0.84599,69.105
-18.599,113.98,2771,2011,18.499,-101.7,0.88784,52.192
61.755,-48.378,3893,2011,28.851,-51.013,0.37801,12.152
61.755,-48.378,3161,2011,28.851,-51.013,0.05127,24.246
61.755,-48.378,3034,2011,28.851,-51.013,0.92516,39.566
61.755,-48.378,2541,2011,28.851,-51.013,-0.60985,-8.7738
61.755,-48.378,5064,2011,28.851,-51.013,-0.47782,-9.7792
61.755,-48.378,8710,2011,28.851,-51.013,-0.95987,-45.074
61.755,-48.378,4286,2011,28.851,-51.013,0.66215,47.693
61.755,-48.378,8583,2011,28.851,-51.013,-0.011761,-1.4919
61.755,-48.378,1528,2011,28.851,-51.013,0.036138,10.84
61.755,-48.378,7781,2011,28.851,-51.013,-0.03621,-24.395
61.755,-48.378,6803,2011,22.842,-41.307,0.64839,20.27
61.755,-48.378,7154,2011,22.842,-41.307,-0.59894,-35.861
61.755,-48.378,6014,2011,22.842,-41.307,0.56338,30.384
61.755,-48.378,1127,2011,22.842,-41.307,-0.86389,-37.934
61.755,-48.378,4809,2011,22.842,-41.307,0.83868,36.587
61.755,-48.378,6138,2011,22.842,-41.307,-0.18124,4.5146
61.755,-48.378,767,2011,22.842,-41.307,-0.903,-42.628
61.755,-48.378,295,2011,22.842,-41.307,0.094399,-14.498
61.755,-48.378,2888,2011,22.842,-41.307,0.70244,26.041
61.755,-48.378,8083,2011,22.842,-41.307,-0.64123,-26.062
61.755,-48.378,5257,2011,8.5491,168.37,-0.063116,-11.58
61.755,-48.378,7212,2011,8.5491,168.37,0.11849,15.164
61.755,-48.378,3794,2011,8.5491,168.37,0.072626,-2.7274
61.755,-48.378,7402,2011,8.5491,168.37,0.018909,9.2714
61.755,-48.378,5442,2011,8.5491,168.37,0.28241,14.439
61.755,-48.378,7592,2011,8.5491,168.37,-0.14959,-2.4206
61.755,-48.378,968,2011,8.5491,168.37,-0.13131,-2.249
61.755,-48.378,2403,2011,8.5491,168.37,-0.13806,-13.072
61.755,-48.378,6554,2011,8.5491,168.37,-0.36083,-27.358
61.755,-48.378,3621,2011,8.5491,168.37,0.16527,2.262
61.755,-48.378,8,2011,7.1764,-125.62,-0.10871,-8.9155
61.755,-48.378,4128,2011,7.1764,-125.62,-0.016101,-4.7543
61.755,-48.378,3336,2011,7.1764,-125.62,-0.076083,-8.3363
61.755,-48.378,4437,2011,7.1764,-125.62,0.042083,3.5541
61.755,-48.378,1804,2011,7.1764,-125.62,-0.17586,-17.287
61.755,-48.378,2111,2011,7.1764,-125.62,-0.35857,-22.964
61.755,-48.378,5617,2011,7.1764,-125.62,-0.1889,-16.17
61.755,-48.378,5811,2011,7.1764,-125.62,-0.095431,-12.493
61.755,-48.378,1726,2011,7.1764,-125.62,-0.43141,-25.204
61.755,-48.378,8264,2011,7.1764,-125.62,-0.095235,-7.8803
61.755,-48.378,445,2011,35.397,140.24,-0.27276,7.7253
61.755,-48.378,2051,2011,35.397,140.24,-0.088451,29.037
61.755,-48.378,5165,2011,35.397,140.24,-0.052517,6.3258
61.755,-48.378,6863,2011,35.397,140.24,-0.028028,-35.095
61.755,-48.378,1308,2011,35.397,140.24,-0.20049,18.657
61.755,-48.378,8014,2011,35.397,140.24,-0.16349,-44.792
61.755,-48.378,4669,2011,35.397,140.24,0.39777,49.307
61.755,-48.378,669,2011,35.397,140.24,-0.0084045,-33.557
61.755,-48.378,6421,2011,35.397,140.24,0.067417,26.519
61.755,-48.378,2771,2011,35.397,140.24,0.10111,40.105
61.755,-48.378,3893,2011,22.304,13.045,-0.042854,12.152
61.755,-48.378,3161,2011,22.304,13.045,0.49574,24.246
61.755,-48.378,3034,2011,22.304,13.045,0.75747,39.566
61.755,-48.378,2541,2011,22.304,13.045,-0.32249,-8.7738
61.755,-48.378,5064,2011,22.304,13.045,-0.51315,-9.7792
61.755,-48.378,8710,2011,22.304,13.045,-0.79065,-45.074
61.755,-48.378,4286,2011,22.304,13.045,0.91866,47.693
61.755,-48.378,8583,2011,22.304,13.045,0.32078,-1.4919
61.755,-48.378,1528,2011,22.304,13.045,0.45237,10.84
61.755,-48.378,7781,2011,22.304,13.045,-0.47889,-24.395
61.755,-48.378,6803,2011,79.246,-79.261,0.47884,20.27
61.755,-48.378,7154,2011,79.246,-79.261,0.25382,-35.861
61.755,-48.378,6014,2011,79.246,-79.261,-0.21031,30.384
61.755,-48.378,1127,2011,79.246,-79.261,-0.5945,-37.934
61.755,-48.378,4809,2011,79.246,-79.261,0.86897,36.587
61.755,-48.378,6138,2011,79.246,-79.261,-0.94649,4.5146
61.755,-48.378,767,2011,79.246,-79.261,-0.58689,-42.628
61.755,-48.378,295,2011,79.246,-79.261,0.89554,-14.498
61.755,-48.378,2888,2011,79.246,-79.261,0.95877,26.041
61.755,-48.378,8083,2011,79.246,-79.261,-0.95272,-26.062
61.755,-48.378,5257,2011,57.102,147.23,0.49501,-11.58
61.755,-48.378,7212,2011,57.102,147.23,-0.53416,15.164
61.755,-48.378,3794,2011,57.102,147.23,0.42565,-2.7274
61.755,-48.378,7402,2011,57.102,147.23,-0.73886,9.2714
61.755,-48.378,5442,2011,57.102,147.23,0.60821,14.439
61.755,-48.378,7592,2011,57.102,147.23,-0.79901,-2.4206
61.755,-48.378,968,2011,57.102,147.23,-0.74537,-2.249
61.755,-48.378,2403,2011,57.102,147.23,0.0902,-13.072
61.755,-48.378,6554,2011,57.102,147.23,0.053933,-27.358
61.755,-48.378,3621,2011,57.102,147.23,0.84593,2.262
61.755,-48.378,8,2011,39.688,8.002,0.14699,-8.9155
61.755,-48.378,4128,2011,39.688,8.002,-0.68734,-4.7543
61.755,-48.378,3336,2011,39.688,8.002,-0.7331,-8.3363
61.755,-48.378,4437,2011,39.688,8.002,-0.33955,3.5541
61.755,-48.378,1804,2011,39.688,8.002,-0.61685,-17.287
61.755,-48.378,2111,2011,39.688,8.002,-0.81317,-22.964
61.755,-48.378,5617,2011,39.688,8.002,-0.82673,-16.17
61.755,-48.378,5811,2011,39.688,8.002,-0.6826,-12.493
61.755,-48.378,1726,2011,39.688,8.002,-0.71324,-25.204
61.755,-48.378,8264,2011,39.688,8.002,0.18293,-7.8803
61.755,-48.378,445,2011,55.758,-13.832,0.83354,7.7253
61.755,-48.378,2051,2011,55.758,-13.832,0.98725,29.037
61.755,-48.378,5165,2011,55.758,-13.832,-0.10347,6.3258
61.755,-48.378,6863,2011,55.758,-13.832,-0.99796,-35.095
61.755,-48.378,1308,2011,55.758,-13.832,0.9576,18.657
61.755,-48.378,8014,2011,55.758,-13.832,-0.91492,-44.792
61.755,-48.378,4669,2011,55.758,-13.832,0.90083,49.307
61.755,-48.378,669,2011,55.758,-13.832,-0.75778,-33.557
61.755,-48.378,6421,2011,55.758,-13.832,0.89713,26.519
61.755,-48.378,2771,2011,55.758,-13.832,0.98685,40.105
33.87,-34.506,3893,2011,76.958,96.731,-0.7902,-2.023
33.87,-34.506,3161,2011,76.958,96.731,0.97738,25.217
33.87,-34.506,3034,2011,76.958,96.731,-0.35074,55.369
33.87,-34.506,2541,2011,76.958,96.731,0.68349,-25.589
33.87,-34.506,5064,2011,76.958,96.731,0.050568,-37.429
33.87,-34.506,8710,2011,76.958,96.731,0.33044,-57.613
33.87,-34.506,4286,2011,76.958,96.731,0.56151,65.964
33.87,-34.506,8583,2011,76.958,96.731,0.57656,20.949
33.87,-34.506,1528,2011,76.958,96.731,0.81625,26.342
33.87,-34.506,7781,2011,76.958,96.731,-0.98189,-23.808
33.87,-34.506,6803,2011,31.887,-66.868,0.88008,46.345
33.87,-34.506,7154,2011,31.887,-66.868,-0.52848,-55.58
33.87,-34.506,6014,2011,31.887,-66.868,0.551,52.868
33.87,-34.506,1127,2011,31.887,-66.868,-0.98745,-59.827
33.87,-34.506,4809,2011,31.887,-66.868,0.9422,43.225
33.87,-34.506,6138,2011,31.887,-66.868,-0.41242,5.0962
33.87,-34.506,767,2011,31.887,-66.868,-0.99169,-63.402
