Latitude,Longitude,Hour_in_the_year,Year,Slope_elevation_angle,Slope_azimuth_angle,cos_i
65.014,-94.067,2009,2011,67.674,59.822,0.95786
65.014,-94.067,7770,2011,79.671,53.22,0.77542
65.014,-94.067,3013,2011,79.671,53.22,0.70129
65.014,-94.067,1726,2011,79.671,53.22,-0.018809
65.014,-94.067,427,2011,79.671,53.22,0.67812
65.014,-94.067,1114,2011,79.671,53.22,0.021188
65.014,-94.067,2662,2011,79.671,53.22,-0.086042
65.014,-94.067,1521,2011,79.671,53.22,-0.23397
65.014,-94.067,3432,2011,79.671,53.22,-0.55792
65.014,-94.067,7566,2011,79.671,53.22,-0.72551
65.014,-94.067,6143,2011,79.671,53.22,-0.34084
65.014,-94.067,2448,2011,38.563,151.5,0.33148
65.014,-94.067,1230,2011,38.563,151.5,-0.4413
65.014,-94.067,3256,2011,38.563,151.5,0.4584
65.014,-94.067,8709,2011,38.563,151.5,-0.063018
65.014,-94.067,2929,2011,38.563,151.5,0.35145
65.014,-94.067,7429,2011,38.563,151.5,-0.33862
65.014,-94.067,6499,2011,38.563,151.5,0.29122
65.014,-94.067,700,2011,38.563,151.5,-0.41487
65.014,-94.067,6940,2011,38.563,151.5,-0.32027
65.014,-94.067,6396,2011,38.563,151.5,-0.18517
65.014,-94.067,10,2011,16.844,-50.605,0.24038
65.014,-94.067,6093,2011,16.844,-50.605,-0.48617
65.014,-94.067,3760,2011,16.844,-50.605,0.42579
65.014,-94.067,4449,2011,16.844,-50.605,0.80153
65.014,-94.067,7263,2011,16.844,-50.605,0.05146
65.014,-94.067,4568,2011,16.844,-50.605,0.70754
65.014,-94.067,4783,2011,16.844,-50.605,0.57482
65.014,-94.067,7895,2011,16.844,-50.605,-0.85172
65.014,-94.067,5178,2011,16.844,-50.605,0.073445
65.014,-94.067,7096,2011,16.844,-50.605,-0.061646
65.014,-94.067,2117,2011,60.607,70.668,-0.91053
65.014,-94.067,5775,2011,60.607,70.668,0.93187
65.014,-94.067,5560,2011,60.607,70.668,0.98974
65.014,-94.067,269,2011,60.607,70.668,-0.98896
65.014,-94.067,4996,2011,60.607,70.668,-0.78281
65.014,-94.067,5406,2011,60.607,70.668,-0.75354
65.014,-94.067,8308,2011,60.607,70.668,-0.99611
65.014,-94.067,3551,2011,60.607,70.668,-0.053635
65.014,-94.067,8456,2011,60.607,70.668,-0.60916
65.014,-94.067,4286,2011,60.607,70.668,0.83804
65.014,-94.067,1888,2011,13.895,-135.7,0.014013
65.014,-94.067,5876,2011,13.895,-135.7,-0.13194
65.014,-94.067,4112,2011,13.895,-135.7,0.61847
65.014,-94.067,6714,2011,13.895,-135.7,-0.25647
65.014,-94.067,8125,2011,13.895,-135.7,-0.1652
65.014,-94.067,1042,2011,13.895,-135.7,0.078104
65.014,-94.067,799,2011,13.895,-135.7,-0.079802
65.014,-94.067,2562,2011,13.895,-135.7,0.029699
65.014,-94.067,3881,2011,13.895,-135.7,0.30451
65.014,-94.067,2009,2011,13.895,-135.7,-0.033721
65.014,-94.067,7770,2011,36.488,-113.94,-0.7916
65.014,-94.067,3013,2011,36.488,-113.94,0.24466
65.014,-94.067,1726,2011,36.488,-113.94,-0.45841
65.014,-94.067,427,2011,36.488,-113.94,-0.81042
65.014,-94.067,1114,2011,36.488,-113.94,0.24196
65.014,-94.067,2662,2011,36.488,-113.94,-0.21983
65.014,-94.067,1521,2011,36.488,-113.94,0.41355
65.014,-94.067,3432,2011,36.488,-113.94,0.1519
65.014,-94.067,7566,2011,36.488,-113.94,0.26546
65.014,-94.067,6143,2011,36.488,-113.94,-0.23106
65.014,-94.067,2448,2011,34.028,-147.29,0.20096
65.014,-94.067,1230,2011,34.028,-147.29,0.13003
65.014,-94.067,3256,2011,34.028,-147.29,0.033806
65.014,-94.067,8709,2011,34.028,-147.29,-0.54022
65.014,-94.067,2929,2011,34.028,-147.29,0.38677
65.014,-94.067,7429,2011,34.028,-147.29,-0.40756
65.014,-94.067,6499,2011,34.028,-147.29,-0.31308
65.014,-94.067,700,2011,34.028,-147.29,-0.015549
65.014,-94.067,6940,2011,34.028,-147.29,0.14394
65.014,-94.067,6396,2011,34.028,-147.29,-0.074026
46.027,-84.264,10,2011,56.731,-123.27,0.037585
46.027,-84.264,6093,2011,56.731,-123.27,-0.41861
46.027,-84.264,3760,2011,56.731,-123.27,-0.29506
46.027,-84.264,4449,2011,56.731,-123.27,0.72961
46.027,-84.264,7263,2011,56.731,-123.27,-0.69655
46.027,-84.264,4568,2011,56.731,-123.27,0.83036
46.027,-84.264,4783,2011,56.731,-123.27,0.88659
46.027,-84.264,7895,2011,56.731,-123.27,-0.36996
46.027,-84.264,5178,2011,56.731,-123.27,-0.45897
46.027,-84.264,7096,2011,56.731,-123.27,-0.7659
46.027,-84.264,2117,2011,51.526,-0.43354,-0.17986
46.027,-84.264,5775,2011,51.526,-0.43354,0.60504
46.027,-84.264,5560,2011,51.526,-0.43354,0.3871
46.027,-84.264,269,2011,51.526,-0.43354,-0.14068
46.027,-84.264,4996,2011,51.526,-0.43354,-0.43715
46.027,-84.264,5406,2011,51.526,-0.43354,0.059135
46.027,-84.264,8308,2011,51.526,-0.43354,-0.31141
46.027,-84.264,3551,2011,51.526,-0.43354,-0.95138
46.027,-84.264,8456,2011,51.526,-0.43354,0.58717
46.027,-84.264,4286,2011,51.526,-0.43354,0.7089
46.027,-84.264,1888,2011,28.667,110.16,0.62049
46.027,-84.264,5876,2011,28.667,110.16,0.1776
46.027,-84.264,4112,2011,28.667,110.16,0.21981
46.027,-84.264,6714,2011,28.667,110.16,0.29461
46.027,-84.264,8125,2011,28.667,110.16,0.29663
46.027,-84.264,1042,2011,28.667,110.16,0.046031
46.027,-84.264,799,2011,28.667,110.16,-0.47703
46.027,-84.264,2562,2011,28.667,110.16,0.53157
46.027,-84.264,3881,2011,28.667,110.16,0.77415
46.027,-84.264,2009,2011,28.667,110.16,0.56041
46.027,-84.264,7770,2011,0.0058595,-40.247,-0.34951
46.027,-84.264,3013,2011,0.0058595,-40.247,0.82445
46.027,-84.264,1726,2011,0.0058595,-40.247,-0.65395
46.027,-84.264,427,2011,0.0058595,-40.247,-0.45373
46.027,-84.264,1114,2011,0.0058595,-40.247,0.44748
46.027,-84.264,2662,2011,0.0058595,-40.247,-0.47038
46.027,-84.264,1521,2011,0.0058595,-40.247,0.43691
46.027,-84.264,3432,2011,0.0058595,-40.247,-0.39085
46.027,-84.264,7566,2011,0.0058595,-40.247,-0.1068
46.027,-84.264,6143,2011,0.0058595,-40.247,-0.64145
46.027,-84.264,2448,2011,57.613,-155.38,0.35382
46.027,-84.264,1230,2011,57.613,-155.38,0.16961
46.027,-84.264,3256,2011,57.613,-155.38,-0.070597
46.027,-84.264,8709,2011,57.613,-155.38,-0.44125
46.027,-84.264,2929,2011,57.613,-155.38,0.53289
46.027,-84.264,7429,2011,57.613,-155.38,-0.55282
46.027,-84.264,6499,2011,57.613,-155.38,-0.28796
46.027,-84.264,700,2011,57.613,-155.38,0.097454
46.027,-84.264,6940,2011,57.613,-155.38,0.24104
46.027,-84.264,6396,2011,57.613,-155.38,-0.23454
46.027,-84.264,10,2011,55.083,155.15,-0.61184
46.027,-84.264,6093,2011,55.083,155.15,0.39156
46.027,-84.264,3760,2011,55.083,155.15,0.5971
46.027,-84.264,4449,2011,55.083,155.15,0.056784
46.027,-84.264,7263,2011,55.083,155.15,-0.025865
46.027,-84.264,4568,2011,55.083,155.15,0.016119
46.027,-84.264,4783,2011,55.083,155.15,-0.015751
46.027,-84.264,7895,2011,55.083,155.15,-0.1686
46.027,-84.264,5178,2011,55.083,155.15,0.61214
46.027,-84.264,7096,2011,55.083,155.15,0.085454
46.027,-84.264,2117,2011,76.701,-106.62,0.94585
46.027,-84.264,5775,2011,76.701,-106.62,-0.67788
46.027,-84.264,5560,2011,76.701,-106.62,-0.76487
46.027,-84.264,269,2011,76.701,-106.62,0.72477
46.027,-84.264,4996,2011,76.701,-106.62,0.92681
46.027,-84.264,5406,2011,76.701,-106.62,0.98643
46.027,-84.264,8308,2011,76.701,-106.62,0.66422
46.027,-84.264,3551,2011,76.701,-106.62,0.039646
46.027,-84.264,8456,2011,76.701,-106.62,0.52359
46.027,-84.264,4286,2011,76.701,-106.62,-0.37908
46.027,-84.264,1888,2011,48.629,-61.591,-0.27689
46.027,-84.264,5876,2011,48.629,-61.591,-0.91498
46.027,-84.264,4112,2011,48.629,-61.591,0.9644
46.027,-84.264,6714,2011,48.629,-61.591,-0.78053
46.027,-84.264,8125,2011,48.629,-61.591,0.28322
46.027,-84.264,1042,2011,48.629,-61.591,0.86349
46.027,-84.264,799,2011,48.629,-61.591,0.74928
46.027,-84.264,2562,2011,48.629,-61.591,-0.6728
46.027,-84.264,3881,2011,48.629,-61.591,-0.40428
46.027,-84.264,2009,2011,48.629,-61.591,-0.50572
46.027,-84.264,7770,2011,5.0742,108.9,-0.27399
46.027,-84.264,3013,2011,5.0742,108.9,0.83801
46.027,-84.264,1726,2011,5.0742,108.9,-0.59639
46.027,-84.264,427,2011,5.0742,108.9,-0.37832
46.027,-84.264,1114,2011,5.0742,108.9,0.38549
46.027,-84.264,2662,2011,5.0742,108.9,-0.41268
46.027,-84.264,1521,2011,5.0742,108.9,0.362
46.027,-84.264,3432,2011,5.0742,108.9,-0.37198
46.027,-84.264,7566,2011,5.0742,108.9,-0.19441
46.027,-84.264,6143,2011,5.0742,108.9,-0.60534
46.027,-84.264,2448,2011,17.829,35.577,-0.76365
46.027,-84.264,1230,2011,17.829,35.577,-0.2355
46.027,-84.264,3256,2011,17.829,35.577,0.63768
46.027,-84.264,8709,2011,17.829,35.577,-0.69019
46.027,-84.264,2929,2011,17.829,35.577,-0.67817
46.027,-84.264,7429,2011,17.829,35.577,0.6636
46.027,-84.264,6499,2011,17.829,35.577,-0.18533
46.027,-84.264,700,2011,17.829,35.577,-0.67659
46.027,-84.264,6940,2011,17.829,35.577,-0.53854
46.027,-84.264,6396,2011,17.829,35.577,0.85184
-14.097,-81.713,10,2011,37.084,61.607,0.40037
-14.097,-81.713,6093,2011,37.084,61.607,-0.068957
-14.097,-81.713,3760,2011,37.084,61.607,0.59743
-14.097,-81.713,4449,2011,37.084,61.607,-0.18038
-14.097,-81.713,7263,2011,37.084,61.607,0.96517
-14.097,-81.713,4568,2011,37.084,61.607,-0.38969
-14.097,-81.713,4783,2011,37.084,61.607,-0.57892
-14.097,-81.713,7895,2011,37.084,61.607,-0.29851
-14.097,-81.713,5178,2011,37.084,61.607,0.46149
-14.097,-81.713,7096,2011,37.084,61.607,0.90488
-14.097,-81.713,2117,2011,24.875,9.7955,-0.40809
-14.097,-81.713,5775,2011,24.875,9.7955,0.54884
-14.097,-81.713,5560,2011,24.875,9.7955,0.38642
-14.097,-81.713,269,2011,24.875,9.7955,-0.12251
-14.097,-81.713,4996,2011,24.875,9.7955,-0.71298
-14.097,-81.713,5406,2011,24.875,9.7955,-0.32721
-14.097,-81.713,8308,2011,24.875,9.7955,-0.222
-14.097,-81.713,3551,2011,24.875,9.7955,-0.88115
-14.097,-81.713,8456,2011,24.875,9.7955,0.47929
-14.097,-81.713,4286,2011,24.875,9.7955,0.44053
-14.097,-81.713,1888,2011,19.29,99.264,0.83411
-14.097,-81.713,5876,2011,19.29,99.264,-0.092627
-14.097,-81.713,4112,2011,19.29,99.264,-0.014758
-14.097,-81.713,6714,2011,19.29,99.264,0.40272
-14.097,-81.713,8125,2011,19.29,99.264,0.96724
-14.097,-81.713,1042,2011,19.29,99.264,0.5256
-14.097,-81.713,799,2011,19.29,99.264,-0.18389
-14.097,-81.713,2562,2011,19.29,99.264,0.39332
-14.097,-81.713,3881,2011,19.29,99.264,0.5245
-14.097,-81.713,2009,2011,19.29,99.264,0.65943
-14.097,-81.713,7770,2011,14.563,32.755,0.32416
-14.097,-81.713,3013,2011,14.563,32.755,0.73445
-14.097,-81.713,1726,2011,14.563,32.755,-0.5817
-14.097,-81.713,427,2011,14.563,32.755,0.20701
-14.097,-81.713,1114,2011,14.563,32.755,0.67007
-14.097,-81.713,2662,2011,14.563,32.755,-0.71174
-14.097,-81.713,1521,2011,14.563,32.755,0.44758
-14.097,-81.713,3432,2011,14.563,32.755,-0.96826
-14.097,-81.713,7566,2011,14.563,32.755,-0.031346
-14.097,-81.713,6143,2011,14.563,32.755,-0.80806
-14.097,-81.713,2448,2011,33.199,165.48,-0.85824
-14.097,-81.713,1230,2011,33.199,165.48,-0.35245
-14.097,-81.713,3256,2011,33.199,165.48,0.72717
-14.097,-81.713,8709,2011,33.199,165.48,-0.55178
-14.097,-81.713,2929,2011,33.199,165.48,-0.83229
-14.097,-81.713,7429,2011,33.199,165.48,0.82569
-14.097,-81.713,6499,2011,33.199,165.48,-0.050625
-14.097,-81.713,700,2011,33.199,165.48,-0.77074
-14.097,-81.713,6940,2011,33.199,165.48,-0.66984
-14.097,-81.713,6396,2011,33.199,165.48,0.92332
-14.097,-81.713,10,2011,22.012,-99.876,0.9386
-14.097,-81.713,6093,2011,22.012,-99.876,-0.87391
-14.097,-81.713,3760,2011,22.012,-99.876,0.16397
-14.097,-81.713,4449,2011,22.012,-99.876,0.71775
-14.097,-81.713,7263,2011,22.012,-99.876,0.45395
-14.097,-81.713,4568,2011,22.012,-99.876,0.57252
-14.097,-81.713,4783,2011,22.012,-99.876,0.38972
-14.097,-81.713,7895,2011,22.012,-99.876,-0.86199
